User_ID,Name,Age,Country,Subscription_Type,Watch_Time_Hours,Favorite_Genre,Last_Login,Recency,Frequency,Monthly_Spend,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
23994,Sarah Williams,45,UK,Standard,120.79,Action,2024-03-18,348,61,15.49,185.88,1,1,4,114,6,Lost
23995,Michael Johnson,19,India,Standard,64.97,Action,2024-07-02,242,33,15.49,185.88,2,1,4,214,7,Hibernating
23996,Katie Hernandez,22,India,Premium,972.9,Documentary,2024-05-16,289,487,22.99,275.88,1,5,5,155,11,At Risk
23997,James Williams,50,Canada,Standard,786.16,Documentary,2024-11-26,95,394,15.49,185.88,4,4,4,444,12,Champions
23998,Katie Brown,77,Canada,Standard,761.1,Action,2024-07-30,214,381,15.49,185.88,2,4,4,244,10,At Risk
23999,Sarah Davis,75,USA,Basic,211.3,Romance,2024-11-09,112,106,9.99,119.88,4,2,2,422,8,New Customers
24000,James Smith,74,Australia,Standard,591.97,Sci-Fi,2024-03-30,336,296,15.49,185.88,1,3,4,134,8,At Risk
24001,James Williams,22,Japan,Standard,869.84,Sci-Fi,2024-05-09,296,435,15.49,185.88,1,5,4,154,10,At Risk
24002,John Jones,31,Mexico,Premium,734.8,Drama,2024-12-09,82,368,22.99,275.88,4,4,5,445,13,Champions
24003,Sarah Hernandez,22,Germany,Basic,848.5,Drama,2024-05-21,284,425,9.99,119.88,2,5,2,252,9,Lost
24004,Alex Garcia,80,India,Standard,862.99,Action,2024-09-05,177,432,15.49,185.88,3,5,4,354,12,Potential Loyalists
24005,Jane Martinez,41,India,Basic,501.66,Romance,2024-05-18,287,251,9.99,119.88,1,3,2,132,6,Lost
24006,Alex Jones,50,Brazil,Premium,493.57,Documentary,2025-01-03,57,247,22.99,275.88,5,3,5,535,13,Loyal Customers
24007,John Johnson,76,UK,Basic,592.24,Comedy,2024-07-05,239,297,9.99,119.88,2,3,2,232,7,Lost
24008,David Brown,30,France,Premium,199.72,Documentary,2024-05-26,279,100,22.99,275.88,2,1,5,215,8,Hibernating
24009,Sarah Johnson,58,Brazil,Premium,885.09,Documentary,2024-11-13,108,443,22.99,275.88,4,5,5,455,14,Champions
24010,Alex Jones,44,India,Premium,840.98,Drama,2024-11-30,91,421,22.99,275.88,4,5,5,455,14,Champions
24011,Emma Smith,80,France,Basic,118.61,Sci-Fi,2024-07-03,241,60,9.99,119.88,2,1,2,212,5,Hibernating
24012,Sarah Hernandez,38,France,Premium,5.49,Comedy,2024-03-25,341,3,22.99,275.88,1,1,5,115,7,Lost
24013,Emma Davis,70,Mexico,Standard,188.72,Horror,2024-10-21,131,95,15.49,185.88,4,1,4,414,9,New Customers
24014,Chris Smith,32,India,Basic,944.85,Drama,2024-10-23,129,473,9.99,119.88,4,5,2,452,11,Loyal Customers
24015,Jane Hernandez,28,Australia,Basic,15.41,Horror,2024-12-13,78,8,9.99,119.88,4,1,2,412,7,New Customers
24016,David Johnson,73,UK,Basic,770.91,Action,2024-09-04,178,386,9.99,119.88,3,4,2,342,9,Promising
24017,John Miller,30,Japan,Premium,278.86,Drama,2024-11-15,106,140,22.99,275.88,4,2,5,425,11,New Customers
24018,Sarah Williams,17,France,Premium,823.8,Documentary,2024-10-28,124,412,22.99,275.88,4,5,5,455,14,Champions
24019,Sarah Jones,39,Germany,Premium,22.61,Sci-Fi,2024-05-14,291,12,22.99,275.88,1,1,5,115,7,Lost
24020,John Brown,69,Canada,Standard,885.25,Sci-Fi,2024-03-10,356,443,15.49,185.88,1,5,4,154,10,At Risk
24021,Emma Martinez,24,Mexico,Standard,31.11,Romance,2024-06-22,252,16,15.49,185.88,2,1,4,214,7,Hibernating
24022,John Johnson,60,USA,Basic,767.55,Documentary,2024-06-25,249,384,9.99,119.88,2,4,2,242,8,Lost
24023,Sarah Jones,78,Japan,Basic,87.28,Sci-Fi,2024-05-11,294,44,9.99,119.88,1,1,2,112,4,Lost
24024,John Hernandez,52,UK,Premium,650.4,Horror,2024-07-11,233,326,22.99,275.88,2,4,5,245,11,At Risk
24025,Alex Williams,78,India,Premium,155.26,Romance,2024-05-03,302,78,22.99,275.88,1,1,5,115,7,Lost
24026,Chris Jones,53,India,Standard,550.85,Romance,2024-04-09,326,276,15.49,185.88,1,3,4,134,8,At Risk
24027,Alex Hernandez,78,Brazil,Basic,400.13,Comedy,2024-12-13,78,201,9.99,119.88,4,2,2,422,8,New Customers
24028,Chris Garcia,75,Germany,Premium,455.86,Drama,2024-08-23,190,228,22.99,275.88,3,3,5,335,11,Potential Loyalists
24029,Michael Williams,18,Brazil,Premium,472.08,Action,2024-12-21,70,237,22.99,275.88,4,3,5,435,12,Loyal Customers
24030,Emma Johnson,67,India,Standard,607.75,Drama,2025-02-14,15,304,15.49,185.88,5,4,4,544,13,Champions
24031,Michael Miller,14,Australia,Standard,712.49,Drama,2024-04-03,332,357,15.49,185.88,1,4,4,144,9,At Risk
24032,Michael Smith,36,Mexico,Standard,812.84,Documentary,2025-03-03,-2,407,15.49,185.88,5,5,4,554,14,Champions
24033,David Brown,42,Germany,Premium,561.11,Horror,2024-11-11,110,281,22.99,275.88,4,3,5,435,12,Loyal Customers
24034,Emma Davis,42,UK,Premium,418.04,Drama,2024-12-02,89,210,22.99,275.88,4,3,5,435,12,Loyal Customers
24035,James Davis,63,France,Standard,398.26,Action,2024-06-21,253,200,15.49,185.88,2,2,4,224,8,Hibernating
24036,David Jones,74,India,Basic,286.61,Drama,2024-10-23,129,144,9.99,119.88,4,2,2,422,8,New Customers
24037,Michael Jones,37,Germany,Premium,868.25,Action,2024-10-19,133,435,22.99,275.88,4,5,5,455,14,Champions
24038,David Hernandez,29,Japan,Premium,568.53,Romance,2024-11-07,114,285,22.99,275.88,4,3,5,435,12,Loyal Customers
24039,James Williams,31,USA,Standard,348.72,Action,2025-03-05,-4,175,15.49,185.88,5,2,4,524,11,New Customers
24040,Katie Williams,72,USA,Premium,694.33,Horror,2024-10-14,138,348,22.99,275.88,4,4,5,445,13,Champions
24041,Sarah Garcia,70,USA,Basic,305.79,Sci-Fi,2025-01-20,40,153,9.99,119.88,5,2,2,522,9,New Customers
24042,Emma Jones,70,Canada,Standard,402.66,Action,2024-09-11,171,202,15.49,185.88,3,3,4,334,10,Potential Loyalists
24043,John Jones,35,Canada,Basic,424.05,Drama,2025-02-03,26,213,9.99,119.88,5,3,2,532,10,Loyal Customers
24044,David Brown,32,India,Premium,225.34,Drama,2024-11-20,101,113,22.99,275.88,4,2,5,425,11,New Customers
24045,Emma Williams,72,Brazil,Standard,553.7,Comedy,2024-10-11,141,277,15.49,185.88,3,3,4,334,10,Potential Loyalists
24046,Jane Garcia,39,India,Premium,182.91,Comedy,2024-09-29,153,92,22.99,275.88,3,1,5,315,9,Lost
24047,Sarah Johnson,79,India,Standard,52.93,Action,2025-01-31,29,27,15.49,185.88,5,1,4,514,10,New Customers
24048,Alex Garcia,59,UK,Standard,889.69,Drama,2024-05-03,302,445,15.49,185.88,1,5,4,154,10,At Risk
24049,Chris Jones,65,Japan,Basic,523.66,Action,2025-02-14,15,262,9.99,119.88,5,3,2,532,10,Loyal Customers
24050,James Johnson,22,USA,Standard,312.74,Drama,2024-10-10,142,157,15.49,185.88,3,2,4,324,9,Needs Attention
24051,David Johnson,46,Mexico,Basic,631.19,Drama,2024-06-16,258,316,9.99,119.88,2,4,2,242,8,Lost
24052,Sarah Martinez,19,USA,Standard,711.8,Drama,2025-02-19,10,356,15.49,185.88,5,4,4,544,13,Champions
24053,Sarah Miller,77,Japan,Premium,506.62,Romance,2024-09-29,153,254,22.99,275.88,3,3,5,335,11,Potential Loyalists
24054,David Smith,45,Canada,Standard,204.35,Action,2025-01-22,38,103,15.49,185.88,5,2,4,524,11,New Customers
24055,Jane Jones,63,Japan,Premium,534.79,Horror,2024-03-28,338,268,22.99,275.88,1,3,5,135,9,At Risk
24056,Emma Johnson,31,USA,Basic,968.61,Sci-Fi,2024-06-11,263,485,9.99,119.88,2,5,2,252,9,Lost
24057,David Miller,51,Japan,Standard,854.56,Documentary,2024-03-08,358,428,15.49,185.88,1,5,4,154,10,At Risk
24058,David Jones,70,UK,Premium,593.39,Sci-Fi,2025-01-07,53,297,22.99,275.88,5,3,5,535,13,Loyal Customers
24059,John Miller,54,France,Basic,113.14,Documentary,2024-07-28,216,57,9.99,119.88,2,1,2,212,5,Hibernating
24060,Emma Jones,69,UK,Basic,740.87,Sci-Fi,2024-12-28,63,371,9.99,119.88,5,4,2,542,11,Loyal Customers
24061,Michael Davis,44,Japan,Standard,633.35,Horror,2024-10-13,139,317,15.49,185.88,3,4,4,344,11,Potential Loyalists
24062,Chris Williams,29,Australia,Premium,589.23,Horror,2024-12-28,63,295,22.99,275.88,5,3,5,535,13,Loyal Customers
24063,David Davis,31,France,Standard,522.87,Documentary,2024-05-20,285,262,15.49,185.88,2,3,4,234,9,At Risk
24064,Chris Garcia,67,France,Premium,631.74,Horror,2024-05-12,293,316,22.99,275.88,1,4,5,145,10,At Risk
24065,Michael Brown,40,France,Standard,796.69,Comedy,2024-12-27,64,399,15.49,185.88,5,5,4,554,14,Champions
24066,Emma Garcia,52,USA,Basic,229.22,Romance,2024-10-03,149,115,9.99,119.88,3,2,2,322,7,Needs Attention
24067,Emma Johnson,48,Australia,Basic,671.58,Comedy,2024-10-02,150,336,9.99,119.88,3,4,2,342,9,Promising
24068,Sarah Jones,21,Germany,Basic,389.61,Action,2024-09-17,165,195,9.99,119.88,3,2,2,322,7,Needs Attention
24069,John Williams,43,Germany,Premium,309.48,Action,2024-03-12,354,155,22.99,275.88,1,2,5,125,8,Lost
24070,Emma Williams,42,UK,Standard,51.74,Documentary,2024-07-08,236,26,15.49,185.88,2,1,4,214,7,Hibernating
24071,Jane Davis,35,UK,Basic,925.35,Sci-Fi,2025-01-10,50,463,9.99,119.88,5,5,2,552,12,Loyal Customers
24072,Katie Miller,68,Japan,Standard,447.32,Drama,2024-08-17,196,224,15.49,185.88,3,3,4,334,10,Potential Loyalists
24073,Chris Martinez,39,USA,Premium,8.57,Documentary,2025-02-06,23,5,22.99,275.88,5,1,5,515,11,New Customers
24074,Alex Hernandez,32,Japan,Basic,277.26,Romance,2025-03-03,-2,139,9.99,119.88,5,2,2,522,9,New Customers
24075,Michael Garcia,49,India,Basic,955.94,Drama,2025-02-15,14,478,9.99,119.88,5,5,2,552,12,Loyal Customers
24076,Emma Hernandez,30,UK,Basic,92.57,Sci-Fi,2024-09-10,172,47,9.99,119.88,3,1,2,312,6,Lost
24077,Sarah Miller,25,Mexico,Premium,108.91,Documentary,2024-03-11,355,55,22.99,275.88,1,1,5,115,7,Lost
24078,Chris Davis,76,India,Standard,439.79,Action,2024-06-27,247,220,15.49,185.88,2,3,4,234,9,At Risk
24079,Emma Davis,50,Germany,Premium,579.78,Drama,2024-10-29,123,290,22.99,275.88,4,3,5,435,12,Loyal Customers
24080,David Martinez,23,France,Basic,449.25,Action,2024-11-02,119,225,9.99,119.88,4,3,2,432,9,Loyal Customers
24081,Katie Davis,18,USA,Standard,889.95,Drama,2025-02-17,12,445,15.49,185.88,5,5,4,554,14,Champions
24082,Jane Jones,49,UK,Premium,896.63,Comedy,2024-11-14,107,449,22.99,275.88,4,5,5,455,14,Champions
24083,Chris Miller,71,France,Premium,990.93,Comedy,2024-11-15,106,496,22.99,275.88,4,5,5,455,14,Champions
24084,Chris Martinez,21,Brazil,Basic,217.14,Romance,2024-12-17,74,109,9.99,119.88,4,2,2,422,8,New Customers
24085,Alex Hernandez,48,India,Standard,622.45,Comedy,2024-12-29,62,312,15.49,185.88,5,4,4,544,13,Champions
24086,Emma Williams,52,Canada,Basic,776.31,Action,2024-10-26,126,389,9.99,119.88,4,4,2,442,10,Loyal Customers
24087,Alex Martinez,66,UK,Premium,245.53,Sci-Fi,2025-01-24,36,123,22.99,275.88,5,2,5,525,12,New Customers
24088,John Brown,21,Germany,Premium,119.55,Comedy,2024-04-02,333,60,22.99,275.88,1,1,5,115,7,Lost
24089,Katie Williams,79,UK,Premium,355.67,Horror,2024-07-25,219,178,22.99,275.88,2,2,5,225,9,Hibernating
24090,Alex Hernandez,33,Brazil,Standard,937.28,Horror,2024-07-28,216,469,15.49,185.88,2,5,4,254,11,At Risk
24091,Michael Hernandez,72,UK,Standard,887.57,Sci-Fi,2025-01-25,35,444,15.49,185.88,5,5,4,554,14,Champions
24092,Chris Garcia,67,France,Basic,673.78,Comedy,2024-04-22,313,337,9.99,119.88,1,4,2,142,7,Lost
24093,Chris Miller,54,India,Standard,407.03,Horror,2024-07-10,234,204,15.49,185.88,2,3,4,234,9,At Risk
24094,Katie Davis,30,UK,Basic,474.09,Documentary,2024-06-10,264,238,9.99,119.88,2,3,2,232,7,Lost
24095,Sarah Jones,68,Brazil,Premium,336.53,Action,2025-01-09,51,169,22.99,275.88,5,2,5,525,12,New Customers
24096,Jane Johnson,41,Australia,Premium,803.57,Comedy,2025-02-16,13,402,22.99,275.88,5,5,5,555,15,Champions
24097,Jane Miller,73,Japan,Standard,562.35,Comedy,2024-04-10,325,282,15.49,185.88,1,3,4,134,8,At Risk
24098,Sarah Hernandez,41,Canada,Premium,786.45,Comedy,2024-05-07,298,394,22.99,275.88,1,4,5,145,10,At Risk
24099,Katie Garcia,44,Germany,Basic,574.29,Sci-Fi,2024-06-15,259,288,9.99,119.88,2,3,2,232,7,Lost
24100,Michael Johnson,57,Brazil,Basic,414.1,Comedy,2024-05-16,289,208,9.99,119.88,1,3,2,132,6,Lost
24101,Katie Davis,44,Australia,Standard,791.68,Documentary,2024-06-29,245,396,15.49,185.88,2,4,4,244,10,At Risk
24102,Chris Williams,37,Australia,Basic,189.45,Sci-Fi,2024-12-30,61,95,9.99,119.88,5,1,2,512,8,New Customers
24103,Katie Hernandez,23,India,Premium,876.23,Action,2024-05-16,289,439,22.99,275.88,1,5,5,155,11,At Risk
24104,David Johnson,79,USA,Basic,516.76,Romance,2024-05-03,302,259,9.99,119.88,1,3,2,132,6,Lost
24105,John Brown,20,USA,Basic,992.15,Documentary,2024-09-17,165,497,9.99,119.88,3,5,2,352,10,Promising
24106,Alex Hernandez,70,India,Basic,959.61,Documentary,2024-05-02,303,480,9.99,119.88,1,5,2,152,8,Lost
24107,Alex Garcia,78,UK,Basic,644.81,Documentary,2024-04-10,325,323,9.99,119.88,1,4,2,142,7,Lost
24108,James Martinez,15,Japan,Standard,858.92,Comedy,2024-03-16,350,430,15.49,185.88,1,5,4,154,10,At Risk
24109,Michael Davis,65,Australia,Standard,184.66,Horror,2024-03-09,357,93,15.49,185.88,1,1,4,114,6,Lost
24110,Katie Jones,31,Mexico,Basic,331.77,Comedy,2024-04-14,321,166,9.99,119.88,1,2,2,122,5,Lost
24111,James Johnson,49,UK,Basic,678.44,Comedy,2024-10-21,131,340,9.99,119.88,4,4,2,442,10,Loyal Customers
24112,Katie Hernandez,43,Germany,Premium,309.06,Drama,2024-11-05,116,155,22.99,275.88,4,2,5,425,11,New Customers
24113,Alex Miller,62,Mexico,Standard,265.65,Action,2024-10-25,127,133,15.49,185.88,4,2,4,424,10,New Customers
24114,James Davis,80,Brazil,Premium,42.36,Horror,2024-07-21,223,22,22.99,275.88,2,1,5,215,8,Hibernating
24115,David Hernandez,15,France,Standard,746.87,Drama,2024-09-04,178,374,15.49,185.88,3,4,4,344,11,Potential Loyalists
24116,Jane Williams,19,India,Standard,169.84,Action,2024-08-24,189,85,15.49,185.88,3,1,4,314,8,Lost
24117,David Hernandez,76,UK,Basic,507.09,Romance,2024-11-18,103,254,9.99,119.88,4,3,2,432,9,Loyal Customers
24118,Emma Williams,60,UK,Premium,698.92,Horror,2024-09-23,159,350,22.99,275.88,3,4,5,345,12,Potential Loyalists
24119,Sarah Williams,77,India,Premium,49.06,Comedy,2024-11-12,109,25,22.99,275.88,4,1,5,415,10,New Customers
24120,David Jones,47,Mexico,Premium,787.91,Action,2024-11-16,105,394,22.99,275.88,4,4,5,445,13,Champions
24121,Sarah Martinez,55,Canada,Premium,506.76,Romance,2024-08-02,211,254,22.99,275.88,3,3,5,335,11,Potential Loyalists
24122,Chris Jones,79,UK,Premium,817.65,Drama,2024-03-19,347,409,22.99,275.88,1,5,5,155,11,At Risk
24123,Michael Brown,59,Brazil,Standard,632.72,Sci-Fi,2024-08-19,194,317,15.49,185.88,3,4,4,344,11,Potential Loyalists
24124,Chris Garcia,43,USA,Basic,131.48,Action,2024-11-04,117,66,9.99,119.88,4,1,2,412,7,New Customers
24125,James Garcia,54,Mexico,Basic,339.19,Comedy,2024-07-11,233,170,9.99,119.88,2,2,2,222,6,Hibernating
24126,Sarah Hernandez,65,Japan,Basic,18.75,Documentary,2024-10-30,122,10,9.99,119.88,4,1,2,412,7,New Customers
24127,Michael Williams,14,Brazil,Standard,870.84,Romance,2024-08-25,188,436,15.49,185.88,3,5,4,354,12,Potential Loyalists
24128,Chris Garcia,22,India,Standard,36.5,Romance,2024-12-30,61,19,15.49,185.88,5,1,4,514,10,New Customers
24129,Chris Hernandez,77,UK,Premium,900.66,Documentary,2024-08-22,191,451,22.99,275.88,3,5,5,355,13,Potential Loyalists
24130,John Williams,21,Canada,Standard,664.17,Action,2025-01-27,33,333,15.49,185.88,5,4,4,544,13,Champions
24131,Chris Johnson,26,Brazil,Standard,48.93,Sci-Fi,2024-11-18,103,25,15.49,185.88,4,1,4,414,9,New Customers
24132,Katie Williams,61,Canada,Standard,725.37,Horror,2025-02-05,24,363,15.49,185.88,5,4,4,544,13,Champions
24133,Jane Johnson,79,Canada,Basic,62.61,Drama,2024-12-10,81,32,9.99,119.88,4,1,2,412,7,New Customers
24134,Michael Brown,47,Brazil,Premium,242.71,Romance,2025-02-22,7,122,22.99,275.88,5,2,5,525,12,New Customers
24135,Chris Williams,38,India,Premium,469.06,Horror,2024-06-07,267,235,22.99,275.88,2,3,5,235,10,At Risk
24136,Jane Martinez,21,Canada,Standard,518.41,Horror,2025-01-27,33,260,15.49,185.88,5,3,4,534,12,Loyal Customers
24137,Chris Brown,21,Brazil,Premium,258.87,Documentary,2025-01-06,54,130,22.99,275.88,5,2,5,525,12,New Customers
24138,Michael Brown,65,Brazil,Basic,968.05,Horror,2024-07-18,226,485,9.99,119.88,2,5,2,252,9,Lost
24139,David Davis,43,Mexico,Premium,729.17,Drama,2024-12-11,80,365,22.99,275.88,4,4,5,445,13,Champions
24140,Chris Johnson,61,UK,Basic,146.99,Horror,2024-07-23,221,74,9.99,119.88,2,1,2,212,5,Hibernating
24141,Jane Jones,75,Brazil,Standard,226.68,Comedy,2024-10-23,129,114,15.49,185.88,4,2,4,424,10,New Customers
24142,Alex Williams,21,India,Standard,149.31,Drama,2024-03-27,339,75,15.49,185.88,1,1,4,114,6,Lost
24143,David Miller,20,Japan,Basic,610.08,Romance,2024-11-27,94,306,9.99,119.88,4,4,2,442,10,Loyal Customers
24144,Sarah Smith,79,India,Standard,960.49,Comedy,2024-11-06,115,481,15.49,185.88,4,5,4,454,13,Champions
24145,Michael Hernandez,64,Brazil,Premium,658.21,Documentary,2025-03-02,-1,330,22.99,275.88,5,4,5,545,14,Champions
24146,Sarah Hernandez,41,India,Premium,287.0,Documentary,2024-06-07,267,144,22.99,275.88,2,2,5,225,9,Hibernating
24147,Michael Smith,19,Mexico,Premium,866.22,Horror,2025-01-03,57,434,22.99,275.88,5,5,5,555,15,Champions
24148,Michael Brown,49,Japan,Premium,947.79,Action,2025-02-07,22,474,22.99,275.88,5,5,5,555,15,Champions
24149,Alex Jones,32,Australia,Premium,32.43,Romance,2024-07-30,214,17,22.99,275.88,2,1,5,215,8,Hibernating
24150,Alex Miller,13,France,Premium,309.83,Action,2024-09-03,179,155,22.99,275.88,3,2,5,325,10,Needs Attention
24151,Katie Smith,65,Canada,Premium,611.52,Comedy,2025-02-25,4,306,22.99,275.88,5,4,5,545,14,Champions
24152,Emma Martinez,18,Germany,Premium,480.07,Horror,2024-06-12,262,241,22.99,275.88,2,3,5,235,10,At Risk
24153,Michael Garcia,47,Japan,Premium,454.12,Drama,2024-12-20,71,228,22.99,275.88,4,3,5,435,12,Loyal Customers
24154,Katie Garcia,23,Brazil,Standard,946.97,Action,2025-02-28,1,474,15.49,185.88,5,5,4,554,14,Champions
24155,Alex Martinez,56,Brazil,Standard,400.51,Sci-Fi,2024-09-13,169,201,15.49,185.88,3,2,4,324,9,Needs Attention
24156,Alex Johnson,58,India,Standard,492.14,Sci-Fi,2024-12-23,68,247,15.49,185.88,4,3,4,434,11,Loyal Customers
24157,David Johnson,55,France,Basic,895.95,Sci-Fi,2025-02-19,10,448,9.99,119.88,5,5,2,552,12,Loyal Customers
24158,David Garcia,74,Australia,Premium,919.51,Romance,2024-06-25,249,460,22.99,275.88,2,5,5,255,12,At Risk
24159,Emma Garcia,63,Germany,Standard,364.36,Action,2024-05-31,274,183,15.49,185.88,2,2,4,224,8,Hibernating
24160,Chris Williams,13,Brazil,Standard,485.34,Comedy,2024-12-11,80,243,15.49,185.88,4,3,4,434,11,Loyal Customers
24161,Chris Smith,26,UK,Premium,273.3,Action,2025-02-28,1,137,22.99,275.88,5,2,5,525,12,New Customers
24162,David Johnson,28,USA,Premium,82.8,Horror,2024-05-21,284,42,22.99,275.88,2,1,5,215,8,Hibernating
24163,Michael Williams,47,Germany,Premium,857.86,Romance,2024-10-15,137,429,22.99,275.88,4,5,5,455,14,Champions
24164,Chris Brown,40,Mexico,Basic,910.81,Comedy,2024-10-08,144,456,9.99,119.88,3,5,2,352,10,Promising
24165,Sarah Garcia,13,Australia,Basic,895.67,Comedy,2024-11-01,120,448,9.99,119.88,4,5,2,452,11,Loyal Customers
24166,John Davis,80,Mexico,Basic,530.53,Drama,2024-10-21,131,266,9.99,119.88,4,3,2,432,9,Loyal Customers
24167,Jane Garcia,70,Brazil,Basic,205.52,Sci-Fi,2024-04-24,311,103,9.99,119.88,1,2,2,122,5,Lost
24168,Michael Brown,18,India,Basic,506.16,Comedy,2025-02-22,7,254,9.99,119.88,5,3,2,532,10,Loyal Customers
24169,Chris Jones,30,Australia,Premium,109.26,Romance,2025-02-10,19,55,22.99,275.88,5,1,5,515,11,New Customers
24170,John Hernandez,38,Brazil,Standard,237.93,Sci-Fi,2024-04-10,325,119,15.49,185.88,1,2,4,124,7,Lost
24171,Alex Martinez,45,Japan,Basic,691.13,Drama,2024-07-11,233,346,9.99,119.88,2,4,2,242,8,Lost
24172,James Martinez,18,France,Premium,596.56,Documentary,2024-05-13,292,299,22.99,275.88,1,3,5,135,9,At Risk
24173,John Garcia,41,France,Premium,994.75,Drama,2025-03-03,-2,498,22.99,275.88,5,5,5,555,15,Champions
24174,James Jones,29,Germany,Standard,451.28,Action,2024-09-07,175,226,15.49,185.88,3,3,4,334,10,Potential Loyalists
24175,David Williams,29,Japan,Standard,561.32,Action,2025-01-17,43,281,15.49,185.88,5,3,4,534,12,Loyal Customers
24176,Alex Garcia,39,Mexico,Premium,881.62,Drama,2024-08-09,204,441,22.99,275.88,3,5,5,355,13,Potential Loyalists
24177,Jane Davis,35,France,Basic,207.62,Drama,2024-03-08,358,104,9.99,119.88,1,2,2,122,5,Lost
24178,Emma Hernandez,30,UK,Premium,905.08,Drama,2025-02-26,3,453,22.99,275.88,5,5,5,555,15,Champions
24179,Alex Miller,31,Mexico,Standard,349.16,Documentary,2024-05-02,303,175,15.49,185.88,1,2,4,124,7,Lost
24180,Alex Smith,43,Brazil,Standard,225.23,Action,2024-12-23,68,113,15.49,185.88,4,2,4,424,10,New Customers
24181,Emma Jones,48,India,Premium,677.94,Sci-Fi,2024-08-04,209,339,22.99,275.88,3,4,5,345,12,Potential Loyalists
24182,John Brown,63,France,Basic,698.43,Romance,2024-10-11,141,350,9.99,119.88,3,4,2,342,9,Promising
24183,Sarah Johnson,66,Australia,Standard,969.75,Drama,2024-08-14,199,485,15.49,185.88,3,5,4,354,12,Potential Loyalists
24184,Emma Davis,26,UK,Premium,516.01,Comedy,2024-05-17,288,259,22.99,275.88,1,3,5,135,9,At Risk
24185,Michael Johnson,35,Canada,Standard,410.87,Horror,2024-11-24,97,206,15.49,185.88,4,3,4,434,11,Loyal Customers
24186,Chris Davis,42,Japan,Basic,978.53,Horror,2024-06-17,257,490,9.99,119.88,2,5,2,252,9,Lost
24187,Jane Brown,69,Germany,Standard,466.42,Romance,2024-10-08,144,234,15.49,185.88,3,3,4,334,10,Potential Loyalists
24188,Emma Martinez,41,Canada,Basic,118.04,Drama,2024-03-28,338,60,9.99,119.88,1,1,2,112,4,Lost
24189,Michael Williams,19,India,Standard,419.58,Drama,2025-02-25,4,210,15.49,185.88,5,3,4,534,12,Loyal Customers
24190,David Miller,18,Mexico,Standard,713.98,Documentary,2024-07-10,234,357,15.49,185.88,2,4,4,244,10,At Risk
24191,Alex Johnson,80,Germany,Standard,225.95,Romance,2024-12-29,62,113,15.49,185.88,5,2,4,524,11,New Customers
24192,Katie Davis,59,Mexico,Premium,191.07,Drama,2024-12-11,80,96,22.99,275.88,4,1,5,415,10,New Customers
24193,David Williams,27,Canada,Standard,191.58,Documentary,2024-08-08,205,96,15.49,185.88,3,1,4,314,8,Lost
24194,Katie Miller,61,UK,Basic,739.59,Action,2024-10-07,145,370,9.99,119.88,3,4,2,342,9,Promising
24195,Emma Hernandez,36,Brazil,Premium,700.3,Action,2024-10-22,130,351,22.99,275.88,4,4,5,445,13,Champions
24196,Sarah Davis,55,USA,Premium,535.03,Horror,2024-06-01,273,268,22.99,275.88,2,3,5,235,10,At Risk
24197,Katie Johnson,70,Germany,Basic,188.55,Horror,2024-10-30,122,95,9.99,119.88,4,1,2,412,7,New Customers
24198,James Martinez,53,Canada,Premium,252.2,Action,2024-10-14,138,127,22.99,275.88,4,2,5,425,11,New Customers
24199,Alex Johnson,73,Japan,Standard,898.7,Romance,2024-03-19,347,450,15.49,185.88,1,5,4,154,10,At Risk
24200,David Jones,35,India,Basic,83.52,Action,2024-09-03,179,42,9.99,119.88,3,1,2,312,6,Lost
24201,Alex Williams,18,UK,Premium,333.5,Horror,2024-12-25,66,167,22.99,275.88,4,2,5,425,11,New Customers
24202,John Davis,52,Germany,Basic,60.05,Sci-Fi,2024-08-15,198,31,9.99,119.88,3,1,2,312,6,Lost
24203,James Martinez,64,USA,Premium,161.34,Comedy,2024-05-17,288,81,22.99,275.88,1,1,5,115,7,Lost
24204,Michael Brown,28,Australia,Premium,317.27,Drama,2024-12-15,76,159,22.99,275.88,4,2,5,425,11,New Customers
24205,Michael Martinez,17,Brazil,Standard,239.38,Romance,2025-01-24,36,120,15.49,185.88,5,2,4,524,11,New Customers
24206,John Brown,57,France,Premium,672.35,Sci-Fi,2025-02-07,22,337,22.99,275.88,5,4,5,545,14,Champions
24207,Michael Garcia,44,Brazil,Premium,438.57,Drama,2024-09-29,153,220,22.99,275.88,3,3,5,335,11,Potential Loyalists
24208,Jane Jones,24,Japan,Basic,937.36,Horror,2024-09-30,152,469,9.99,119.88,3,5,2,352,10,Promising
24209,Jane Miller,62,Australia,Premium,947.18,Action,2024-10-08,144,474,22.99,275.88,3,5,5,355,13,Potential Loyalists
24210,Sarah Brown,49,Australia,Standard,921.37,Comedy,2024-04-20,315,461,15.49,185.88,1,5,4,154,10,At Risk
24211,John Martinez,19,USA,Premium,627.16,Drama,2025-02-25,4,314,22.99,275.88,5,4,5,545,14,Champions
24212,Katie Jones,38,UK,Standard,202.72,Documentary,2024-06-26,248,102,15.49,185.88,2,1,4,214,7,Hibernating
24213,James Garcia,20,USA,Premium,299.99,Documentary,2024-11-05,116,150,22.99,275.88,4,2,5,425,11,New Customers
24214,Alex Miller,55,USA,Premium,928.5,Drama,2024-08-26,187,465,22.99,275.88,3,5,5,355,13,Potential Loyalists
